timestamp,tx,ty,tz,qx,qy,qz,qw
1756405703379364096,0.0,-1.1102230246251565e-16,1.734723475976807e-18,-1.8571953445000846e-18,-2.088258396973023e-18,-3.894890038696748e-19,1.0
1756405703389364224,0.0,-1.1102230246251565e-16,1.734723475976807e-18,-1.8571953445000846e-18,-2.088258396973023e-18,-3.894890038696748e-19,1.0
1756405703399364096,0.0,-1.1102230246251565e-16,1.734723475976807e-18,-1.8571953445000846e-18,-2.088258396973023e-18,-3.894890038696748e-19,1.0
1756405703409363968,0.0,-1.1102230246251565e-16,1.734723475976807e-18,-1.8571953445000846e-18,-2.088258396973023e-18,-3.894890038696748e-19,1.0
1756405703419364096,0.0,-1.1102230246251565e-16,1.734723475976807e-18,-1.8571953445000846e-18,-2.088258396973023e-18,-3.894890038696748e-19,1.0
1756405703429364224,0.0,-1.1102230246251565e-16,1.734723475976807e-18,-1.8571953445000846e-18,-2.088258396973023e-18,-3.894890038696748e-19,1.0
1756405703439364096,0.0,-1.1102230246251565e-16,1.734723475976807e-18,-1.8571953445000846e-18,-2.088258396973023e-18,-3.894890038696748e-19,1.0
1756405703449364224,0.0,-1.1102230246251565e-16,1.734723475976807e-18,-1.8571953445000846e-18,-2.088258396973023e-18,-3.894890038696748e-19,1.0
1756405703459364096,0.0013139104978042212,-8.43944134812924e-05,-0.0002461063963545753,-0.0002523832875482629,-0.00015224679183997657,-4.57879652292173e-05,0.9999999555135254
1756405703469364224,1.734723475976807e-18,1.1102230246251565e-16,1.734723475976807e-18,6.297135717662164e-18,-2.038881681824982e-18,-2.089040688790626e-20,1.0
1756405703479364096,1.734723475976807e-18,1.1102230246251565e-16,1.734723475976807e-18,6.297135717662164e-18,-2.038881681824982e-18,-2.089040688790626e-20,1.0
1756405703489364224,1.734723475976807e-18,1.1102230246251565e-16,1.734723475976807e-18,6.297135717662164e-18,-2.038881681824982e-18,-2.089040688790626e-20,1.0
1756405703499364096,1.734723475976807e-18,1.1102230246251565e-16,1.734723475976807e-18,6.297135717662164e-18,-2.038881681824982e-18,-2.089040688790626e-20,1.0
1756405703509364224,1.734723475976807e-18,1.1102230246251565e-16,1.734723475976807e-18,6.297135717662164e-18,-2.038881681824982e-18,-2.089040688790626e-20,1.0
1756405703519364096,1.734723475976807e-18,1.1102230246251565e-16,1.734723475976807e-18,6.297135717662164e-18,-2.038881681824982e-18,-2.089040688790626e-20,1.0
1756405703529364224,1.734723475976807e-18,1.1102230246251565e-16,1.734723475976807e-18,6.297135717662164e-18,-2.038881681824982e-18,-2.089040688790626e-20,1.0
1756405703539364096,1.734723475976807e-18,1.1102230246251565e-16,1.734723475976807e-18,6.297135717662164e-18,-2.038881681824982e-18,-2.089040688790626e-20,1.0
1756405703549364224,1.734723475976807e-18,1.1102230246251565e-16,1.734723475976807e-18,6.297135717662164e-18,-2.038881681824982e-18,-2.089040688790626e-20,1.0
1756405703559364352,-0.0026308522265114046,0.0014725434289022399,0.0017007321318168213,0.00045531038385473397,0.0002691865113518191,-2.3244103778495908e-05,0.9999998598453842
1756405703569364224,1.734723475976807e-18,-1.1102230246251565e-16,6.938893903907228e-18,9.002062256622437e-19,-6.8893237030434575e-19,1.159702034721962e-19,1.0
1756405703579364096,1.734723475976807e-18,-1.1102230246251565e-16,6.938893903907228e-18,9.002062256622437e-19,-6.8893237030434575e-19,1.159702034721962e-19,1.0
1756405703589364224,1.734723475976807e-18,-1.1102230246251565e-16,6.938893903907228e-18,9.002062256622437e-19,-6.8893237030434575e-19,1.159702034721962e-19,1.0
1756405703599364096,1.734723475976807e-18,-1.1102230246251565e-16,6.938893903907228e-18,9.002062256622437e-19,-6.8893237030434575e-19,1.159702034721962e-19,1.0
1756405703609364480,1.734723475976807e-18,-1.1102230246251565e-16,6.938893903907228e-18,9.002062256622437e-19,-6.8893237030434575e-19,1.159702034721962e-19,1.0
1756405703619364096,1.734723475976807e-18,-1.1102230246251565e-16,6.938893903907228e-18,9.002062256622437e-19,-6.8893237030434575e-19,1.159702034721962e-19,1.0
1756405703629364224,1.734723475976807e-18,-1.1102230246251565e-16,6.938893903907228e-18,9.002062256622437e-19,-6.8893237030434575e-19,1.159702034721962e-19,1.0
1756405703639364096,1.734723475976807e-18,-1.1102230246251565e-16,6.938893903907228e-18,9.002062256622437e-19,-6.8893237030434575e-19,1.159702034721962e-19,1.0
1756405703649364224,1.734723475976807e-18,-1.1102230246251565e-16,6.938893903907228e-18,9.002062256622437e-19,-6.8893237030434575e-19,1.159702034721962e-19,1.0
1756405703659364352,0.0019446496780108104,0.003103987689127674,0.0006539907200022437,0.0003060535311819372,0.00017963577819884167,0.00010832530752300298,0.999999931163923
1756405703669364224,3.469446951953614e-18,0.0,1.214306433183765e-17,-2.718031437015125e-18,-1.3491258328587744e-18,-6.827320934268616e-20,1.0
1756405703679364096,3.469446951953614e-18,0.0,1.214306433183765e-17,-2.718031437015125e-18,-1.3491258328587744e-18,-6.827320934268616e-20,1.0
1756405703689364224,3.469446951953614e-18,0.0,1.214306433183765e-17,-2.718031437015125e-18,-1.3491258328587744e-18,-6.827320934268616e-20,1.0
1756405703699364096,3.469446951953614e-18,0.0,1.214306433183765e-17,-2.718031437015125e-18,-1.3491258328587744e-18,-6.827320934268616e-20,1.0
1756405703709364480,3.469446951953614e-18,0.0,1.214306433183765e-17,-2.718031437015125e-18,-1.3491258328587744e-18,-6.827320934268616e-20,1.0
1756405703719364096,3.469446951953614e-18,0.0,1.214306433183765e-17,-2.718031437015125e-18,-1.3491258328587744e-18,-6.827320934268616e-20,1.0
1756405703729364224,3.469446951953614e-18,0.0,1.214306433183765e-17,-2.718031437015125e-18,-1.3491258328587744e-18,-6.827320934268616e-20,1.0
1756405703739364096,3.469446951953614e-18,0.0,1.214306433183765e-17,-2.718031437015125e-18,-1.3491258328587744e-18,-6.827320934268616e-20,1.0
1756405703749364224,3.469446951953614e-18,0.0,1.214306433183765e-17,-2.718031437015125e-18,-1.3491258328587744e-18,-6.827320934268616e-20,1.0
1756405703759364096,-0.000686235686875156,0.00035234443303344687,0.0008730406509941582,0.0007407338337290774,0.00019904209588675074,-2.8004537312972606e-05,0.9999997054556454
1756405703769364224,-3.469446951953614e-18,1.1102230246251565e-16,6.938893903907228e-18,-8.914424931392965e-19,-1.5296660615778597e-18,6.09624722308249e-19,1.0
1756405703779364096,-3.469446951953614e-18,1.1102230246251565e-16,6.938893903907228e-18,-8.914424931392965e-19,-1.5296660615778597e-18,6.09624722308249e-19,1.0
1756405703789364224,-3.469446951953614e-18,1.1102230246251565e-16,6.938893903907228e-18,-8.914424931392965e-19,-1.5296660615778597e-18,6.09624722308249e-19,1.0
1756405703799364096,-3.469446951953614e-18,1.1102230246251565e-16,6.938893903907228e-18,-8.914424931392965e-19,-1.5296660615778597e-18,6.09624722308249e-19,1.0
1756405703809364224,-3.469446951953614e-18,1.1102230246251565e-16,6.938893903907228e-18,-8.914424931392965e-19,-1.5296660615778597e-18,6.09624722308249e-19,1.0
1756405703819364096,-3.469446951953614e-18,1.1102230246251565e-16,6.938893903907228e-18,-8.914424931392965e-19,-1.5296660615778597e-18,6.09624722308249e-19,1.0
1756405703829364224,-3.469446951953614e-18,1.1102230246251565e-16,6.938893903907228e-18,-8.914424931392965e-19,-1.5296660615778597e-18,6.09624722308249e-19,1.0
1756405703839364096,-3.469446951953614e-18,1.1102230246251565e-16,6.938893903907228e-18,-8.914424931392965e-19,-1.5296660615778597e-18,6.09624722308249e-19,1.0
1756405703849364224,-3.469446951953614e-18,1.1102230246251565e-16,6.938893903907228e-18,-8.914424931392965e-19,-1.5296660615778597e-18,6.09624722308249e-19,1.0
1756405703849364224,-3.469446951953614e-18,1.1102230246251565e-16,6.938893903907228e-18,-8.914424931392965e-19,-1.5296660615778597e-18,6.09624722308249e-19,1.0
1756405703869364224,0.0022941409365938477,0.004581968301228034,-0.0019096555844407004,-0.0002268897378987758,-0.0003810591632552254,-4.88537693344655e-05,0.9999999004641301
1756405703879364096,0.0,-1.1102230246251565e-16,1.734723475976807e-18,6.921429927024256e-18,0.0,8.713976204700419e-20,1.0
1756405703889364224,0.0,-1.1102230246251565e-16,1.734723475976807e-18,6.921429927024256e-18,0.0,8.713976204700419e-20,1.0
1756405703899364096,0.0,-1.1102230246251565e-16,1.734723475976807e-18,6.921429927024256e-18,0.0,8.713976204700419e-20,1.0
1756405703909363968,0.0,-1.1102230246251565e-16,1.734723475976807e-18,6.921429927024256e-18,0.0,8.713976204700419e-20,1.0
1756405703919364096,0.0,-1.1102230246251565e-16,1.734723475976807e-18,6.921429927024256e-18,0.0,8.713976204700419e-20,1.0
1756405703929364224,0.0,-1.1102230246251565e-16,1.734723475976807e-18,6.921429927024256e-18,0.0,8.713976204700419e-20,1.0
1756405703939364096,0.0,-1.1102230246251565e-16,1.734723475976807e-18,6.921429927024256e-18,0.0,8.713976204700419e-20,1.0
1756405703949364224,0.0,-1.1102230246251565e-16,1.734723475976807e-18,6.921429927024256e-18,0.0,8.713976204700419e-20,1.0
1756405703959364096,0.0014881779722487679,0.0014054183770174644,0.001296443767039069,0.0001787062896761787,0.0002899925011956464,7.468412636015949e-06,0.9999999419563155
1756405703969364224,-3.469446951953614e-18,-1.1102230246251565e-16,0.0,3.469446951953614e-18,-1.7259710542433423e-18,-7.05459243936343e-19,1.0
1756405703979364096,-3.469446951953614e-18,-1.1102230246251565e-16,0.0,3.469446951953614e-18,-1.7259710542433423e-18,-7.05459243936343e-19,1.0
1756405703989364224,-3.469446951953614e-18,-1.1102230246251565e-16,0.0,3.469446951953614e-18,-1.7259710542433423e-18,-7.05459243936343e-19,1.0
1756405703999364096,-3.469446951953614e-18,-1.1102230246251565e-16,0.0,3.469446951953614e-18,-1.7259710542433423e-18,-7.05459243936343e-19,1.0
1756405704009455872,-3.469446951953614e-18,-1.1102230246251565e-16,0.0,3.469446951953614e-18,-1.7259710542433423e-18,-7.05459243936343e-19,1.0
1756405704019455744,-3.469446951953614e-18,-1.1102230246251565e-16,0.0,3.469446951953614e-18,-1.7259710542433423e-18,-7.05459243936343e-19,1.0
1756405704029455872,-3.469446951953614e-18,-1.1102230246251565e-16,0.0,3.469446951953614e-18,-1.7259710542433423e-18,-7.05459243936343e-19,1.0
1756405704039455744,-3.469446951953614e-18,-1.1102230246251565e-16,0.0,3.469446951953614e-18,-1.7259710542433423e-18,-7.05459243936343e-19,1.0
1756405704049455872,-3.469446951953614e-18,-1.1102230246251565e-16,0.0,3.469446951953614e-18,-1.7259710542433423e-18,-7.05459243936343e-19,1.0
1756405704059456256,0.0017570086616893847,2.2204299234940272e-05,-0.001911608762373564,-0.0005841546318176535,-8.56699686847136e-06,4.5738873880886635e-05,0.9999998282989493
1756405704069455872,1.734723475976807e-18,0.0,0.0,7.524807163275414e-19,4.024390007735801e-19,-5.227293055254678e-19,1.0
1756405704079455744,1.734723475976807e-18,0.0,0.0,7.524807163275414e-19,4.024390007735801e-19,-5.227293055254678e-19,1.0
1756405704089455872,1.734723475976807e-18,0.0,0.0,7.524807163275414e-19,4.024390007735801e-19,-5.227293055254678e-19,1.0
1756405704099455744,1.734723475976807e-18,0.0,0.0,7.524807163275414e-19,4.024390007735801e-19,-5.227293055254678e-19,1.0
1756405704109456128,1.734723475976807e-18,0.0,0.0,7.524807163275414e-19,4.024390007735801e-19,-5.227293055254678e-19,1.0
1756405704119455744,1.734723475976807e-18,0.0,0.0,7.524807163275414e-19,4.024390007735801e-19,-5.227293055254678e-19,1.0
1756405704129455872,1.734723475976807e-18,0.0,0.0,7.524807163275414e-19,4.024390007735801e-19,-5.227293055254678e-19,1.0
1756405704139455744,1.734723475976807e-18,0.0,0.0,7.524807163275414e-19,4.024390007735801e-19,-5.227293055254678e-19,1.0
1756405704149455872,1.734723475976807e-18,0.0,0.0,7.524807163275414e-19,4.024390007735801e-19,-5.227293055254678e-19,1.0
1756405704159455744,0.0004510396369895508,-0.001312272581111218,-0.0025490272681165486,-0.0005867139290956747,-0.00036483628979445373,0.00011922941346462772,0.9999997542227669
1756405704169455872,3.469446951953614e-18,0.0,1.734723475976807e-18,3.469446951953614e-18,8.426231572049384e-21,-4.926822252619289e-19,1.0
1756405704179455744,3.469446951953614e-18,0.0,1.734723475976807e-18,3.469446951953614e-18,8.426231572049384e-21,-4.926822252619289e-19,1.0
1756405704189455872,3.469446951953614e-18,0.0,1.734723475976807e-18,3.469446951953614e-18,8.426231572049384e-21,-4.926822252619289e-19,1.0
